nrg_prc,nrg_cons,currency,geo\time	2018 	2017 	2016S2 	2015S2 	2014S2 	2013S2 	2012S2 	2011S2 	2010S2 	2009S2 	2008S2 	2007S2 
TAX_RNW,MWH70000-149999,EUR,HR	0.0009 	0.0014 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,EUR,HU	0.0053 	0.0058 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,EUR,IE	0.0065 	0.0057 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,EUR,LT	0.0113 	0.0106 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,EUR,LU	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,EUR,LV	0.0170 	0.0268 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,EUR,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,EUR,NL	0.0006 	0.0005 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,EUR,PL	0.0068 	0.0069 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,EUR,PT	0.0119 	0.0116 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,EUR,RO	0.0114 	0.0113 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,EUR,RS	0.0008 	0.0008 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,EUR,SE	0.0035 	0.0037 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,EUR,SI	0.0046 	0.0039 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,EUR,SK	0.0216 	0.0216 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,EUR,UK	0.0138 	0.0103 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,NAT,AT	0.0059 	0.0060 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,NAT,BA	0.0052 	0.0028 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,NAT,BE	0.0034 	0.0038 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,NAT,CY	0.0100 	0.0100 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,NAT,CZ	0.1480 e	0.1967 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,NAT,DK	0.1170 	0.1479 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,NAT,EE	0.0089 	0.0104 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,NAT,EL	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,NAT,HR	0.0070 	0.0108 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,NAT,HU	1.7246 	1.7952 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,NAT,IE	0.0065 	0.0057 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,NAT,LT	0.0113 	0.0106 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,NAT,LU	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,NAT,LV	0.0170 	0.0268 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,NAT,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,NAT,NL	0.0006 	0.0005 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,NAT,PL	0.0291 	0.0291 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,NAT,PT	0.0119 	0.0116 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,NAT,RO	0.0530 	0.0520 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,NAT,RS	0.0930 	0.0930 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,NAT,SE	0.0360 	0.0360 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,NAT,SI	0.0046 	0.0039 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,NAT,SK	0.0216 	0.0216 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,NAT,UK	0.0123 	0.0092 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,PPS,AT	0.0053 	0.0055 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,PPS,BA	0.0054 	0.0029 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,PPS,BE	0.0031 	0.0035 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,PPS,CY	0.0112 	0.0113 d	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,PPS,CZ	0.0082 e	0.0111 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,PPS,DK	0.0118 	0.0149 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,PPS,EE	0.0118 	0.0142 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,PPS,EL	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,PPS,HR	0.0015 	0.0023 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,PPS,HU	0.0090 	0.0098 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,PPS,IE	0.0058 	0.0051 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,PPS,LT	0.0178 	0.0173 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,PPS,LU	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,PPS,LV	0.0247 	0.0389 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,PPS,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,PPS,NL	0.0005 	0.0004 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,PPS,PL	0.0118 	0.0118 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,PPS,PT	0.0146 	0.0146 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,PPS,RO	0.0227 	0.0223 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,PPS,RS	0.0016 	0.0016 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,PPS,SE	0.0029 	0.0029 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,PPS,SI	0.0056 	0.0047 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,PPS,SK	0.0318 	0.0318 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH70000-149999,PPS,UK	0.0125 	0.0096 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,EUR,AT	0.0038 	0.0041 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,EUR,BA	0.0012 	0.0014 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,EUR,BE	0.0017 	0.0013 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,EUR,CZ	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,EUR,DK	0.0143 	0.0200 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,EUR,EA	0.0041 	0.0046 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,EUR,EL	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,EUR,EU28	0.0070 	0.0070 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,EUR,HU	0.0053 	0.0058 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,EUR,IE	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,EUR,LT	0.0113 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,EUR,LU	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,EUR,ME	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,EUR,NL	0.0003 	0.0003 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,EUR,PL	0.0067 	0.0062 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,EUR,PT	0.0097 	0.0097 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,EUR,RO	0.0072 	0.0110 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,EUR,RS	0.0008 	0.0008 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,EUR,SE	0.0035 	0.0037 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,EUR,SI	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,EUR,SK	0.0216 	0.0216 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,EUR,UK	0.0130 	0.0104 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,EUR,XK	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,NAT,AT	0.0038 	0.0041 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,NAT,BA	0.0023 	0.0028 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,NAT,BE	0.0017 	0.0013 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,NAT,CZ	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,NAT,DK	0.1065 	0.1487 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,NAT,EL	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,NAT,HU	1.7246 	1.7952 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,NAT,IE	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,NAT,LT	0.0113 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,NAT,LU	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,NAT,ME	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,NAT,NL	0.0003 	0.0003 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,NAT,PL	0.0289 	0.0265 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,NAT,PT	0.0097 	0.0097 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,NAT,RO	0.0337 	0.0506 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,NAT,RS	0.0930 	0.0930 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,NAT,SE	0.0360 	0.0360 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,NAT,SI	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,NAT,SK	0.0216 	0.0216 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,NAT,UK	0.0116 	0.0093 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,NAT,XK	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,PPS,AT	0.0034 	0.0038 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,PPS,BA	0.0024 	0.0029 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,PPS,BE	0.0015 	0.0012 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,PPS,CZ	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,PPS,DK	0.0107 	0.0149 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,PPS,EL	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,PPS,HU	0.0090 	0.0098 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,PPS,IE	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,PPS,LT	0.0178 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,PPS,LU	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,PPS,ME	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,PPS,NL	0.0003 	0.0003 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,PPS,PL	0.0117 	0.0107 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,PPS,PT	0.0119 	0.0122 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,PPS,RO	0.0145 	0.0217 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,PPS,RS	0.0016 	0.0016 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,PPS,SE	0.0029 	0.0029 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,PPS,SI	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,PPS,SK	0.0318 	0.0318 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_GE150000,PPS,UK	0.0118 	0.0098 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,AT	0.0109 	0.0118 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,BA	0.0016 	0.0014 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,BE	0.0071 	0.0077 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,BG	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,CY	0.0100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,CZ	0.0102 	0.0118 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,DE	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,DK	0.0165 	0.0214 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,EA	0.0027 	0.0056 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,EE	0.0089 	0.0104 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,EL	0.0106 	0.0139 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,EU28	0.0052 	0.0078 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,FI	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,FR	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,GE	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,HR	0.0121 	0.0067 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,HU	0.0053 	0.0058 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,IE	0.0096 	0.0097 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,IS	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,IT	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,LT	0.0114 	0.0105 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,LU	0.0061 	0.0067 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,LV	0.0205 	0.0268 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,MD	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,ME	0.0045 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,MK	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,NL	0.0062 	0.0037 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,NO	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,PL	0.0066 	0.0063 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,PT	0.0133 	0.0152 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,RO	0.0120 	0.0119 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,RS	0.0008 	0.0008 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,SE	0.0035 	0.0037 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,SI	0.0110 	0.0110 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,SK	0.0216 	0.0216 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,TR	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,UA	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,UK	0.0172 	0.0152 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,EUR,XK	0.0015 	0.0018 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,AT	0.0109 	0.0118 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,BA	0.0032 	0.0028 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,BE	0.0071 	0.0077 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,BG	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,CY	0.0100 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,CZ	0.2638 	0.3060 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,DE	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,DK	0.1234 	0.1595 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,EE	0.0089 	0.0104 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,EL	0.0106 	0.0139 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,FI	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,FR	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,GE	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,HR	0.0900 	0.0502 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,HU	1.7246 	1.7952 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,IE	0.0096 	0.0097 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,IS	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,IT	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,LT	0.0114 	0.0105 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,LU	0.0061 	0.0067 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,LV	0.0205 	0.0268 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,MD	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,ME	0.0045 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,MK	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,MT	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,NL	0.0062 	0.0037 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,NO	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,PL	0.0283 	0.0266 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,PT	0.0133 	0.0152 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,RO	0.0557 	0.0547 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,RS	0.0930 	0.0930 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,SE	0.0360 	0.0360 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,SI	0.0110 	0.0110 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,SK	0.0216 	0.0216 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,TR	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,UA	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,UK	0.0153 	0.0136 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,NAT,XK	0.0015 	0.0018 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,PPS,AT	0.0098 	0.0108 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,PPS,BA	0.0033 	0.0029 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,PPS,BE	0.0064 	0.0071 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,PPS,BG	0.0000 	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,PPS,CY	0.0112 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,PPS,CZ	0.0146 	0.0173 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
TAX_RNW,MWH_LE149999,PPS,DE	0.0000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
